id,title,domain,domains,feasibility_timeline,viability_score,difficulty,core_concept,target_service,technical_novelty,portfolio_selling_point,summary,core_mechanism,tech_stack,architectural_layout,milestones,paper_title,paper_authors,publication_year,cited_by_count,doi,signature_authority,created_at
476,SociIntelliAI: Harnessing AI for Societal Impact,Full-Stack,Full-Stack,120 Hours / 4 Sprints,92,Intermediate,Develop a software platform that utilizes AI to analyze and mitigate societal impacts of emerging technologies.,A comprehensive dashboard service that visualizes and interprets AI-driven societal trends.,Integrate a novel AI-driven feedback loop that adapts to societal changes and user preferences.,Create a cutting-edge tool that showcases your ability to harness AI for positive societal change.,"SociIntelliAI is a standout capstone project that allows you to develop a sophisticated AI-driven platform to analyze and mitigate societal impacts of emerging technologies. By integrating a novel feedback loop, your project will showcase your ability to harness AI for positive societal change.",Adaptive AI feedback loop that evolves based on societal changes and user preferences.,"Python, TensorFlow, React","{""client_or_ingestion"": ""A user-friendly web interface for data ingestion and visualization."", ""processing_core"": ""An AI-driven core that processes and interprets societal trends."", ""storage_or_state"": ""A dynamic database that stores and adapts to user preferences and societal changes."", ""monitoring"": ""Real-time monitoring of AI performance and societal impact indicators.""}",1. Research and Define Societal Impact Indicators: Identify key indicators for measuring societal impact. | 2. Develop AI-Driven Analysis Core: Create a robust AI core that can process and interpret societal trends. | 3. Integrate User Feedback Loop: Develop a dynamic feedback system that adapts to user preferences and societal changes. | 4. Build and Test Comprehensive Dashboard: Create a user-friendly dashboard that visualizes and interprets AI-driven societal trends.,The Impact of Artificial Intelligence on Modern Society,Pedro Ramos Brandão,2025,50,https://doi.org/10.3390/ai6080190,Sai Jaswanth Reddy,2026-09-08 12:03:25
475,Evolutionary Discovery Loop: Optimizing GenAI for Circle Packing,GenAI,"GenAI, DSA, Operations Research",120 Hours / 4 Sprints,92,Intermediate,A system that uses an LLM to iteratively evolve optimization algorithms for solving complex mathematical problems,A daemon that uses an LLM to propose algorithmic improvements for solving mathematical optimization problems,"The use of an LLM to guide the evolution of optimization algorithms, enabling automated scientific discovery",Demonstrate the power of GenAI to break records in a highly specialized mathematical domain,"This project adapts the Discovery Loop system from the paper to create a GenAI-driven optimization daemon for solving complex mathematical problems, showcasing the potential of AI to break records in specialized domains.",LLM-guided iterative evolution of optimization algorithms,"Python, LLM APIs, Mathematical Optimization Libraries","{""client_or_ingestion"": ""LLM as the primary source of algorithmic improvements"", ""processing_core"": ""Iterative evolution of optimization algorithms based on LLM suggestions"", ""storage_or_state"": ""Scoreboard of results and history of prior ideas to guide LLM suggestions"", ""monitoring"": ""Independent verifier to assess the performance of each candidate algorithm""}",1. Set up the LLM and initial seed solver: Establish the foundation for the Evolutionary Discovery Loop | 2. Implement the iterative evolution process: Create a working system for evolving optimization algorithms | 3. Integrate the independent verifier: Ensure the quality and reliability of the evolved algorithms | 4. Apply the system to the Packomania benchmark: Demonstrate the system's ability to break records in a specialized domain,LLM-Guided Program Evolution for Circle Packing: Breaking 10 Packomania Records for $28,Wes Sander,2026,48,https://doi.org/10.48550/arXiv.2609.05093v1,Sai Jaswanth Reddy,2026-09-08 10:00:13
474,EpsilonGuard: Algebraic Geometry Codes for Robust Error Correction,Theory of Computation,"Theory of Computation, DSA",120 Hours / 4 Sprints,92,Intermediate,"EpsilonGuard is a software framework for designing and analyzing linear codes for insertion and deletion errors using algebraic geometry codes, enabling robust error correction in software systems.",Algebraic Geometry Code Library,"EpsilonGuard's core theorem generalizes the results of Con, Guo, Li, and Zhang by simplifying their arguments and avoiding in-depth analysis of longest common subsequences, providing a novel approach to error correction.","EpsilonGuard offers a unique combination of robust error correction, flexibility in code design, and simplicity in implementation, making it an attractive capstone project for students in the Theory of Computation domain.","EpsilonGuard is a software framework for designing and analyzing linear codes for insertion and deletion errors using algebraic geometry codes. It generalizes the results of Con, Guo, Li, and Zhang and provides a novel approach to error correction. This project showcases the student's ability to apply theoretical concepts to practical software development.",Randomized Puncturings of Evaluation Codes,"Python, Algebraic Geometry, Linear Codes","{""client_or_ingestion"": ""Algebraic Geometry Code Library"", ""processing_core"": ""EpsilonGuard Framework"", ""storage_or_state"": ""Code Design and Analysis Module"", ""monitoring"": ""Error Correction and Validation Module""}","1. Design and Implement Algebraic Geometry Code Framework: Develop a software framework for designing and analyzing linear codes for insertion and deletion errors using algebraic geometry codes | 2. Generalize Results of Con, Guo, Li, and Zhang: Generalize the results of Con, Guo, Li, and Zhang by simplifying their arguments and avoiding in-depth analysis of longest common subsequences | 3. Apply to Algebraic Geometry Codes: Apply the core theorem to algebraic geometry codes arising from asymptotically good towers of function fields | 4. Implement and Test EpsilonGuard: Implement and test EpsilonGuard with a focus on robust error correction and code design",Algebraic Geometry Codes Approach the Half-Singleton Bound with Constant Field Size,"Neehar Verma, Camilla Hollanti, Razane Tajeddine",2026,48,https://doi.org/10.48550/arXiv.2609.05017v1,Sai Jaswanth Reddy,2026-09-08 09:56:25
473,SentinelSecure: Resilient Quantum-Safe IPsec with Sentinel-Based Failover,Cryptography,"Cryptography, CN, Network Security",120 Hours / 4 Sprints,92,Intermediate,A software plugin that enables IPsec tunnels to gracefully degrade and maintain availability even when the underlying QKD infrastructure becomes unavailable,An open-source StrongSwan plugin for quantum-safe IPsec tunnels,"The use of a sentinel-based coordination protocol to complete the handshake and restore the QKD share at the next rekey, instead of aborting",A standout resume piece showcasing practical implementation of quantum-safe key establishment mechanisms and resilience to QKD infrastructure failures,"This project adapts the sentinel-based failover mechanism from the paper to create a resilient, quantum-safe IPsec tunnel service, demonstrating practical implementation of advanced cryptography techniques.",Sentinel-based coordination protocol for IPsec key establishment and QKD failover,"StrongSwan, Python, RFC 9370","{""client_or_ingestion"": ""IPsec clients using the SentinelSecure plugin"", ""processing_core"": ""Sentinel-based coordination protocol for handshake and key management"", ""storage_or_state"": ""Stateful rekeying and QKD share restoration logic"", ""monitoring"": ""Monitoring of QKD leg and injection of failures for testing resilience""}","1. Research and design: Understand the sentinel-based failover mechanism and design the architecture of the SentinelSecure plugin | 2. Implementation: Develop the plugin using StrongSwan and integrate the sentinel-based coordination protocol | 3. Testing and validation: Test the plugin in a simulated environment with QKD link failures and validate its resilience and performance | 4. Documentation and deployment: Document the plugin, create user guides, and prepare for deployment in real-world scenarios",Sentinel-Based Failover for QKD-Augmented IPsec Tunnels,"Juan Carlos Hernandez-Hernandez, Francesco Vista, Haftay Gebreslasie Abreha, Intidhar Bedhief",2026,48,https://doi.org/10.48550/arXiv.2609.01121v1,Sai Jaswanth Reddy,2026-09-08 09:49:22
472,VulnGuard: Secure Software Integrity through Real-World Vulnerability Analysis,GenAI,"GenAI, Network Security, Full-Stack",120 Hours / 4 Sprints,92,Intermediate,"A system that trains on high-quality, realistic software vulnerability data to identify and mitigate real-world security threats.","A robust, real-world vulnerability analysis service that can be integrated into software development pipelines.","VulnGuard's unique approach of using a tiered set of anchor papers and deep-coding to ensure the highest quality, realistic vulnerability data.","By leveraging VulnGuard, students can showcase their ability to develop a cutting-edge, real-world applicable security tool, making their resume stand out to potential employers.","VulnGuard is a standout capstone project that allows students to develop a secure, real-world software vulnerability analysis service, demonstrating their expertise in GenAI and software security.","The use of a tiered set of anchor papers and deep-coding to ensure the highest quality, realistic vulnerability data for training the GenAI model.","Python, TensorFlow, Flask","{""client_or_ingestion"": ""A front-end interface for developers to input software artifacts and metadata."", ""processing_core"": ""A core GenAI model trained on high-quality, realistic vulnerability data to analyze and identify potential security threats."", ""storage_or_state"": ""A database to store analyzed vulnerabilities and their corresponding fixes."", ""monitoring"": ""A monitoring system to track the effectiveness of the vulnerability analysis service and identify areas for improvement.""}",1. Research and assemble a high-quality corpus of vulnerability data.: Establish a solid foundation for the vulnerability analysis service. | 2. Develop the front-end interface and data ingestion pipeline.: Enable seamless input of software artifacts and metadata by developers. | 3. Train and refine the GenAI model on the curated vulnerability data.: Create a robust core for the vulnerability analysis service. | 4. Implement the monitoring system and integrate the service into software development pipelines.: Ensure the service's effectiveness and usability by developers.,"The Data Problem in Software Vulnerability Analysis: Artifacts, Quality, and Consumption","Yu Nong, Yao Du, Tianxiang Xu, Haipeng Cai",2026,48,https://doi.org/10.48550/arXiv.2609.01503v1,Sai Jaswanth Reddy,2026-09-08 09:45:08
471,PLDP-FL: A Federated Learning Framework with Personalized Local Differential Privacy,AI/ML,"AI/ML, DSA",120 Hours / 4 Sprints,92,Intermediate,A software system that enables personalized privacy protection in federated learning by adjusting privacy parameters based on data sensitivity.,A secure federated learning service that provides customized privacy protection for each client.,"The PLDP-FL framework introduces the PDPM algorithm, which adapts privacy budgets to data sensitivity, offering personalized local differential privacy in federated learning.",This project showcases the ability to design a secure and efficient federated learning system that meets the unique privacy needs of each participant.,"The PLDP-FL project focuses on developing a federated learning framework that provides personalized local differential privacy, ensuring each client's privacy requirements are met.","The PDPM algorithm, which adapts privacy budgets to data sensitivity, is the core mechanism of the PLDP-FL framework.","Python, TensorFlow, PyTorch","{""client_or_ingestion"": ""The client nodes in the federated learning network can adjust privacy budgets based on data sensitivity."", ""processing_core"": ""The core processing involves running the federated learning algorithm with personalized privacy protection."", ""storage_or_state"": ""The system stores the personalized privacy parameters for each client."", ""monitoring"": ""Monitoring ensures the privacy requirements are met and the system's performance is maintained.""}",1. Set up the federated learning environment and implement basic privacy protection.: Establish a foundation for the PLDP-FL framework. | 2. Integrate the PDPM algorithm and test personalized privacy protection.: Validate the effectiveness of the personalized privacy mechanism. | 3. Conduct privacy proof and performance evaluation on synthetic and real datasets.: Ensure the privacy and quality of the models produced by the system. | 4. Optimize the system and prepare for deployment.: Refine the PLDP-FL framework and make it ready for real-world applications.,PLDP-FL: Federated Learning with Personalized Local Differential Privacy,"Xiaoying Shen, Hang Jiang, Yange Chen, Baocang Wang",2023,50,https://doi.org/10.3390/e25030485,Sai Jaswanth Reddy,2026-09-08 09:40:18
470,RT-HiSS: GPU-Accelerated High-Dimensional Vector Similarity Search Engine,DSA,"DSA, Database Management",120 Hours / 4 Sprints,92,Advanced,Leverage GPU ray tracing cores for fast similarity search in high-dimensional datasets,Stand-alone GPU-based similarity search library,"Adapts RT cores for index construction and search, with two-pass upper bound estimation and compressed result masks","Boosts search performance by up to 8.37$	imes$ over state-of-the-art GPU algorithms and 2,368.26$	imes$ brute-force","RT-HiSS harnesses GPU ray tracing cores to enable efficient similarity search in high-dimensional datasets, offering significant speedups over existing methods.",Locality-Sensitive Hashing (LSH) with RT core acceleration for index construction and search,"C++, CUDA, GPU Ray Tracing","{""client_or_ingestion"": ""Client submits high-dimensional vector queries"", ""processing_core"": ""RT cores construct and search LSH-based indexes, with CUDA core refinement"", ""storage_or_state"": ""Stores precomputed LSH indexes and search results"", ""monitoring"": ""Tracks search performance metrics and resource utilization""}",1. Implement LSH index construction using RT cores: Build a functional LSH index for high-dimensional vectors | 2. Develop RT core-based vector search algorithm: Enable fast similarity search using RT cores | 3. Integrate CUDA core refinement for candidate results: Improve search accuracy and efficiency | 4. Optimize and benchmark the RT-HiSS library: Validate performance gains and polish the library,RT-HiSS: Ray Tracing Accelerated High Dimensional Vector Similarity Searches,"Revanth Reddy Munugala, Michael Gowanlock",2026,48,https://doi.org/10.48550/arXiv.2609.01975v1,Sai Jaswanth Reddy,2026-09-08 09:35:45
469,Edge-Cloud Harmony: Optimizing AI Models Across Distributed Networks,GenAI,"GenAI, AI/ML, Operations Research",120 Hours / 4 Sprints,92,Intermediate,Develop a system to efficiently deploy and optimize AI models in edge-cloud environments,An AI model deployment and optimization service for edge-cloud networks,"Adapting model optimization techniques such as compression, adaptation, and neural architecture search for edge-cloud environments","Create a cutting-edge system that can efficiently deploy and optimize AI models in edge-cloud environments, showcasing your skills in AI and distributed systems","This project focuses on developing a system that can efficiently deploy and optimize AI models in edge-cloud environments, leveraging techniques such as model compression, adaptation, and neural architecture search. By tackling this project, you'll gain hands-on experience in optimizing AI models for distributed systems, making it a standout resume piece.","Adapting model optimization techniques such as compression, adaptation, and neural architecture search for edge-cloud environments","Python, TensorFlow/Keras, Docker","{""client_or_ingestion"": ""Edge devices and cloud resources for model deployment and optimization"", ""processing_core"": ""AI model optimization algorithms and techniques"", ""storage_or_state"": ""Model parameters and optimized versions"", ""monitoring"": ""Performance metrics and resource utilization monitoring""}",1. Research and select relevant model optimization techniques: Understand the state-of-the-art in model optimization for edge-cloud environments | 2. Develop a prototype for model deployment and optimization: Create a functional system for deploying and optimizing AI models in edge-cloud environments | 3. Integrate monitoring and evaluation tools: Add performance monitoring and evaluation capabilities to the system | 4. Optimize and scale the system: Refine and scale the system to handle larger and more complex AI models,Edge-Cloud Collaborative Computing on Distributed Intelligence and Model Optimization: A Survey,"Jing Liu, Yao Du, Kun Yang, Jiaqi Wu",2026,49,https://doi.org/10.1109/comst.2026.3669216,Sai Jaswanth Reddy,2026-09-08 09:31:28
468,X-Ray HandBone Fracture Detector,Computer Vision,"Computer Vision, AI/ML, DSA",120 Hours / 4 Sprints,92,Advanced,"A deep learning model for detecting hand bone fractures in X-ray images using YOLO NAS, Efficient Det, and DETR3 algorithms.",A cloud-based API service for diagnosing hand bone fractures from X-ray images.,"The integration of YOLO NAS, Efficient Det, and DETR3 algorithms to create a hybrid model for accurate hand bone fracture detection.",A high-impact capstone project that can potentially save lives by enabling early and accurate detection of hand bone fractures.,"This project adapts the hybrid YOLO NAS model for detecting hand bone fractures in X-ray images, creating a cloud-based API service for early and accurate diagnosis.","Hybrid YOLO NAS model combining YOLO NAS, Efficient Det, and DETR3 algorithms for accurate object detection.","Python, TensorFlow/Keras, Docker","{""client_or_ingestion"": ""X-ray image ingestion via API"", ""processing_core"": ""Hybrid YOLO NAS model for fracture detection"", ""storage_or_state"": ""Minimal storage requirements, stateless API"", ""monitoring"": ""Logging and metrics for model performance""}","1. Dataset preparation and model training: Establish a robust dataset and train the hybrid model. | 2. API development and testing: Create a secure and efficient API for image ingestion and fracture detection. | 3. Model deployment and monitoring: Deploy the model in a cloud environment and set up monitoring for model performance. | 4. Evaluation and refinement: Evaluate the model's accuracy and refine as needed, ensuring high reliability for real-world use.",Detection of Hand Bone Fractures in X-Ray Images Using Hybrid YOLO NAS,"Sai Charan Medaramatla, Chennupati Veda Samhitha, Sagar Dhanraj Pande, Surendra Reddy Vinta",2024,50,https://doi.org/10.1109/access.2024.3379760,Sai Jaswanth Reddy,2026-09-08 09:26:41
467,Maskscape: Generative Artistry in Peking Opera,AI/ML,"AI/ML, Computer Vision, GenAI",120 Hours / 4 Sprints,92,Intermediate,A deep learning framework for generating high-quality Peking opera facial masks with visual quality and local randomness.,A service that can generate new Peking opera facial masks using deep learning techniques.,The use of StyleGAN2 and image translation frameworks for joint cross-domain communication under weak supervision to synthesize new facial masks.,Showcase your ability to apply advanced AI techniques to generate culturally significant art pieces.,"In this project, you will use deep learning frameworks to generate new Peking opera facial masks, promoting the creative application of this intangible cultural heritage.",The use of StyleGAN2 and image translation frameworks for joint cross-domain communication under weak supervision to synthesize new Peking opera facial masks.,"Python, TensorFlow, PyTorch","{""client_or_ingestion"": ""A user interface for inputting parameters and selecting data enhancement methods."", ""processing_core"": ""The StyleGAN2 and image translation frameworks for generating new Peking opera facial masks."", ""storage_or_state"": ""Storage for the generated facial masks and the training data."", ""monitoring"": ""Monitoring the quality of the generated masks and the performance of the frameworks.""}",1. Set up the development environment and familiarize yourself with the StyleGAN2 and image translation frameworks.: Set up the project and understand the core techniques. | 2. Preprocess the training data and experiment with different data enhancement methods.: Prepare the data and explore the best methods for generating masks. | 3. Implement the client interface and the core processing modules.: Build the user interface and the main components of the system. | 4. Evaluate the generated masks and refine the system based on the results.: Assess the quality of the masks and improve the system as needed.,Intelligent generation of Peking opera facial masks with deep learning frameworks,"Ming Yan, Rui Xiong, Yinghua Shen, Cong Jin",2023,50,https://doi.org/10.1186/s40494-023-00865-z,Sai Jaswanth Reddy,2026-09-08 09:22:16
466,MRIView: Explainable MRI Analysis for Brain Tumor Detection,AI/ML,"AI/ML, Computer Vision, Theory of Computation",120 Hours / 4 Sprints,92,Intermediate,A software framework that leverages deep learning to detect and explain brain tumors in MRI scans.,A library of explainable neural network models for brain tumor detection and segmentation.,The integration of re-parameterization and post-hoc explainability techniques to improve the interpretability of the model's output.,"Demonstrates the ability to create a high-performance, explainable AI system for critical medical applications.","MRIView is a cutting-edge software framework that enables the detection and explanation of brain tumors in MRI scans using advanced AI techniques. By incorporating explainable neural networks, it provides valuable insights into the decision-making process of deep learning models, enhancing trust and accuracy in medical diagnosis.",Adapt the re-parameterization and post-hoc explainability techniques from the paper to create a library of explainable neural network models.,"Python, TensorFlow/Keras, PyTorch","{""client_or_ingestion"": ""Integrate MRI scan ingestion and preprocessing modules."", ""processing_core"": ""Implement the explainable neural network models for segmentation and classification."", ""storage_or_state"": ""Store model parameters and trained weights."", ""monitoring"": ""Implement monitoring and logging for model performance and explainability.""}",1. Literature Review and Dataset Preparation: Familiarize with the state-of-the-art techniques and prepare the BraTS-2018 dataset. | 2. Model Development and Training: Develop the neural network models and train them on the prepared dataset. | 3. Explainability Integration and Testing: Integrate explainability techniques and evaluate the model's performance and interpretability. | 4. Documentation and Deployment: Document the software framework and prepare for deployment and use by medical professionals.,An Explainable Brain Tumor Detection Framework for MRI Analysis,"Fei Yan, Yunqing Chen, Yiwen Xia, Zhiliang Wang",2023,50,https://doi.org/10.3390/app13063438,Sai Jaswanth Reddy,2026-09-08 09:18:09
465,ConcretePredictor: Harnessing ML for HPC/UHPC Property Prediction,AI/ML,"AI/ML, DSA",120 Hours / 4 Sprints,92,Intermediate,Develop a ML model to predict mechanical properties of high-performance and ultrahigh-performance concrete,A concrete property prediction service using ML algorithms,"Adapting ML techniques to accurately predict concrete properties, improving efficiency and cost-effectiveness","Showcase your skills in applying ML to solve real-world engineering challenges, enhancing sustainability and efficiency in construction materials","ConcretePredictor leverages machine learning to accurately predict the mechanical properties of high-performance and ultrahigh-performance concrete, offering a cost-effective and efficient solution for engineers and researchers in the construction industry.","Adapt and implement ML algorithms such as regression, neural networks, and ensemble methods to predict concrete properties","Python, TensorFlow/Keras, Flask/Django","{""client_or_ingestion"": ""Concrete mixture data ingestion module"", ""processing_core"": ""ML model training and prediction engine"", ""storage_or_state"": ""Model state and historical data storage"", ""monitoring"": ""Performance monitoring and logging""}","1. Data collection and preprocessing: Gather and prepare a comprehensive dataset of concrete mixtures and their properties | 2. Model training and validation: Train and validate ML models using the prepared dataset, optimizing for accuracy and performance | 3. Service deployment: Deploy the trained model as a web service for easy access and integration by users | 4. Testing and refinement: Test the service with real-world scenarios and refine the model based on feedback",Prediction of mechanical properties of high‐performance concrete and ultrahigh‐performance concrete using soft computing techniques: A critical review,"Rakesh Kumar, Baboo Rai, Pijush Samui",2024,50,https://doi.org/10.1002/suco.202400188,Sai Jaswanth Reddy,2026-09-08 09:14:16
464,OptiStack Ensemble Forecasting,Operations Research,Operations Research,120 Hours / 4 Sprints,92,Intermediate,A software implementation of a GA-stacking ensemble approach for forecasting energy consumption in smart households.,A forecasting service that utilizes ensemble methods to predict energy consumption.,The integration of genetic algorithms into the stacking ensemble approach provides a novel and efficient way to optimize the forecasting process.,"This project offers a practical application of advanced machine learning techniques in the domain of energy management, making it a standout resume piece for students interested in Operations Research.","OptiStack Ensemble Forecasting is a software project that adapts the GA-stacking ensemble approach from the research paper to create a service for predicting energy consumption in smart households. The project's unique combination of genetic algorithms and ensemble methods makes it a valuable addition to a student's resume, showcasing their skills in Operations Research.","The GA-stacking ensemble approach, which combines multiple models using genetic algorithms to optimize the forecasting process.","Python, TensorFlow, Scikit-learn","{""client_or_ingestion"": ""A client module that ingests data from smart household sensors."", ""processing_core"": ""The core processing module that applies the GA-stacking ensemble approach to forecast energy consumption."", ""storage_or_state"": ""A module for storing the model's state and learned parameters."", ""monitoring"": ""A monitoring module that tracks the accuracy and performance of the forecasting service.""}",1. Data Preprocessing: Prepare and clean the data from smart household sensors. | 2. Model Training: Train the individual models using the processed data. | 3. Ensemble Optimization: Apply the GA-stacking approach to optimize the ensemble of models. | 4. Service Deployment: Deploy the forecasting service for real-world testing and validation.,A GA-stacking ensemble approach for forecasting energy consumption in a smart household: A comparative study of ensemble methods,"Mahziyar Dostmohammadi, Mona Zamani Pedram, Siamak Hoseinzadeh, Davide Astiaso Garcia",2024,50,https://doi.org/10.1016/j.jenvman.2024.121264,Sai Jaswanth Reddy,2026-09-08 09:10:44
463,CitationCrawler: A Bibliographic Search Engine for Journal Articles,Full-Stack,Full-Stack,120 Hours / 4 Sprints,92,Intermediate,"A software tool that aggregates and analyzes publication citations across multiple journals, providing insights into the productivity and impact of researchers.",A web-based interface for researchers to explore and visualize citation patterns.,Adoption of bibliometric analysis techniques to create a novel search engine for academic publications.,"Demonstrates expertise in data analysis, software development, and web application design.","CitationCrawler is a software tool that leverages bibliometric analysis to provide researchers with a comprehensive understanding of publication citations. By analyzing citation patterns across multiple journals, researchers can gain insights into the productivity and impact of their work. This project showcases expertise in data analysis, software development, and web application design, making it an ideal capstone project for students in the Full-Stack domain.",Natural Language Processing (NLP) techniques for text analysis and machine learning algorithms for citation pattern recognition,"Python, Natural Language Processing libraries (NLTK, spaCy), Machine Learning frameworks (Scikit-learn, TensorFlow)","{""client_or_ingestion"": ""Web-based interface for user input and data visualization"", ""processing_core"": ""Bibliometric analysis engine utilizing natural language processing and machine learning techniques"", ""storage_or_state"": ""Database for storing and retrieving citation data"", ""monitoring"": ""Logging and analytics module for tracking system performance""}","1. Design and development of the web-based interface: Create a user-friendly interface for researchers to input and visualize citation data | 2. Implementation of the bibliometric analysis engine: Develop a robust engine for analyzing citation patterns across multiple journals | 3. Integration with the database and logging/analytics modules: Ensure seamless data storage and retrieval, as well as system performance monitoring | 4. Testing and deployment of the system: Conduct thorough testing and deploy the system to a production environment",A Bibliometric Study of Publication- Citations in a Range of Journal Articles,"Dr.A. Surendar, Saravanakumar Veerappan, Shilpa Sindhu, N. Arvinth",2024,50,https://doi.org/10.51983/ijiss-2024.14.2.14,Sai Jaswanth Reddy,2026-09-08 09:06:58
462,RetinaVision: Early Detection of Multi-Retinal Diseases,Computer Vision,"Computer Vision, AI/ML, DSA",120 Hours / 4 Sprints,92,Intermediate,A deep learning framework for the early detection of multi-retinal diseases using Convolutional Neural Networks.,A non-invasive diagnostic system for simultaneous detection of multiple eye diseases through analysis of color fundus images.,The use of a 12-layer and 20-layer CNN models with data augmentation to improve accuracy rates for early detection of various eye diseases.,A reliable and efficient diagnostic system that can be used by ophthalmologists for timely treatment planning.,RetinaVision leverages deep learning algorithms to provide a non-invasive method for early detection and timely treatment of multiple eye diseases using color fundus images.,Convolutional Neural Networks for feature extraction and predictive diagnostics,"Python, TensorFlow/Keras, NumPy","{""client_or_ingestion"": ""Color fundus images as input"", ""processing_core"": ""Convolutional Neural Networks (CNN) for feature extraction and predictive diagnostics"", ""storage_or_state"": ""Model weights and learned features"", ""monitoring"": ""Performance metrics such as accuracy, F1 score, recall, and precision""}",1. Dataset preparation and pre-processing: Prepare the Retinal Fundus Multi-disease Image Dataset (RFMiD) and apply pre-processing techniques | 2. CNN model development: Develop and train a 12-layer and 20-layer CNN model with data augmentation | 3. Model evaluation and fine-tuning: Evaluate the models' performance and fine-tune for optimal results | 4. Deployment and testing: Deploy the model for real-world testing and gather feedback,A deep learning framework for the early detection of multi-retinal diseases,"Sara Ejaz, Raheel Baig, Zeeshan Ashraf, Mrim M. Alnfiai",2024,50,https://doi.org/10.1371/journal.pone.0307317,Sai Jaswanth Reddy,2026-09-08 08:52:00
461,"ConcretePredictor: Harnessing PLS, Linear, and Lasso Regressions for Accurate HPC and UHPC Property Prediction",AI/ML,"AI/ML, DSA",120 Hours / 4 Sprints,92,Intermediate,"Develop a concrete daemon leveraging PLS, Linear, and Lasso regression models to predict the mechanical properties of HPC and UHPC with high accuracy.",ConcretePredictor daemon for predicting HPC and UHPC mechanical properties,"Integration of PLS, Linear, and Lasso regression models to provide a comprehensive and accurate prediction service for HPC and UHPC mix designs.","Showcase expertise in AI/ML by creating a robust and innovative tool for civil engineering applications, setting yourself apart in the job market.","ConcretePredictor is a cutting-edge AI/ML project that harnesses advanced regression models to predict the mechanical properties of High-Performance Concrete (HPC) and Ultra-High-Performance Concrete (UHPC), providing a valuable tool for civil engineering professionals.","Adapt and implement PLS, Linear, and Lasso regression models from the paper for predicting HPC and UHPC mechanical properties.","Python, Scikit-learn, TensorFlow/Keras","{""client_or_ingestion"": ""Input concrete mix design parameters and desired mechanical property predictions"", ""processing_core"": ""Apply PLS, Linear, and Lasso regression models to predict mechanical properties"", ""storage_or_state"": ""Store trained models and predicted results for future use"", ""monitoring"": ""Track prediction accuracy and model performance over time""}","1. Data Collection and Preprocessing: Gather and prepare HPC and UHPC mix design data for model training | 2. Model Training and Evaluation: Train PLS, Linear, and Lasso regression models and assess their performance | 3. Daemon Development: Create the ConcretePredictor daemon incorporating the trained models | 4. Testing and Refinement: Test the daemon, refine models, and ensure accurate predictions",Analysis of Models to Predict Mechanical Properties of High-Performance and Ultra-High-Performance Concrete Using Machine Learning,"Mohammad Hematibahar, Махмуд Харун, Alexey N. Beskopylny, Sergey A. Stel’makh",2024,50,https://doi.org/10.3390/jcs8080287,Sai Jaswanth Reddy,2026-09-08 08:47:02
460,PolyML: Polymer Additive Manufacturing Optimizer,AI/ML,"AI/ML, Operations Research",120 Hours / 4 Sprints,92,Intermediate,A machine learning system that optimizes polymer additive manufacturing process parameters to improve print quality and reduce defects.,A ML model that predicts optimal process parameters for a given polymer and print configuration.,"PolyML incorporates advanced feature engineering techniques to extract meaningful insights from AM process data, enabling more accurate and efficient optimization.","By leveraging ML to optimize polymer AM, students can showcase their ability to bridge the gap between software and hardware, creating intelligent manufacturing systems.","PolyML is a standout capstone project that demonstrates students' mastery of AI/ML techniques applied to a real-world manufacturing problem, showcasing their potential to drive innovation in Industry 4.0.","The project adapts the progressive phases of utilizing ML in the context of AM, including data gathering, data preparation, feature engineering, model selection, training, and validation.","Python, TensorFlow/Keras, Scikit-learn","{""client_or_ingestion"": ""Data ingestion module for collecting and preprocessing AM process data."", ""processing_core"": ""ML model training and optimization module that learns from the ingested data to predict optimal process parameters."", ""storage_or_state"": ""Database for storing trained models and process parameter configurations."", ""monitoring"": ""Monitoring module for tracking the performance of the trained models and the quality of the printed objects.""}",1. Data Collection and Preprocessing: Collect and preprocess a diverse dataset of polymer AM process data. | 2. Feature Engineering and Model Selection: Extract relevant features from the data and select appropriate ML models for training. | 3. Model Training and Validation: Train the selected models on the prepared data and validate their performance. | 4. Deployment and Monitoring: Deploy the trained models in a real-world AM setting and monitor their performance and impact on print quality.,Machine learning in polymer additive manufacturing: a review,"Mohammad Hossein Nikooharf, Mohammadali Shirinbayan, Mahsa Arabkoohi, Nadia Bahlouli",2024,50,https://doi.org/10.1007/s12289-024-01854-8,Sai Jaswanth Reddy,2026-09-08 08:42:52
